Significantly Down-regulated protein groups: Injured vs Non-injured No Diet Kidney Lysate,,,,,,,,,,,,,,
897 Significantly down-regulated protein groups (log2(FC) <= -0.58 & q-value <= 0.01) ,,,,,,,,,,,,,,
120 min DIA sample files  were searched with 120 min Deep Library in Spectronaut v16,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
UniProtIds,Genes,ProteinDescriptions,ProteinNames,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# Unique Total Peptides,% Change,Ratio,GO Cellular Component,GO Molecular Function,GO Biological Process,Label
B1AXC5;B1AXC7;B1AXC8;Q3TFT3;Q8K2Q5,Chchd7,Coiled-coil-helix-coiled-coil-helix domain-containing protein 7;Coiled-coil-helix-coiled-coil-helix domain-containing protein 7 (Fragment);Coiled-coil-helix-coiled-coil-helix domain-containing protein 7 (Fragment);Coiled-coil-helix-coiled-coil-helix domain-containing protein 7;Coiled-coil-helix-coiled-coil-helix domain-containing protein 7,B1AXC5_MOUSE;B1AXC7_MOUSE;B1AXC8_MOUSE;Q3TFT3_MOUSE;CHCH7_MOUSE,-0.927920653,0.927920653,0.002760897,0.000667029,2,-47.4384638,0.525615362,";;;;mitochondrion,mitochondrial intermembrane space",;;;;molecular_function,;;;;biological_process,
B1AZ42;P0C0A3,Chmp6,Charged multivesicular body protein 6 (Fragment);Charged multivesicular body protein 6,B1AZ42_MOUSE;CHMP6_MOUSE,-1.674232798,1.674232798,0.002613958,0.00063412,2,-68.66673094,0.313332691,";ESCRT III complex,endosome membrane,membrane,late endosome membrane,extracellular exosome",";protein complex binding,protein N-terminus binding",";cell separation after cytokinesis,nucleus organization,vacuolar transport,mitotic metaphase plate congression,negative regulation of epidermal growth factor-activated receptor activity,protein transport,viral budding via host ESCRT complex",
D3YZ54;Q9QXE0,Hacl1,2-hydroxyacyl-CoA lyase 1,D3YZ54_MOUSE;HACL1_MOUSE,-0.873343262,0.873343262,0.002525499,0.000614061,4,-45.41196244,0.545880376,";peroxisome,intracellular membrane-bounded organelle",";magnesium ion binding,receptor binding,lyase activity,carbon-carbon lyase activity,thiamine pyrophosphate binding,identical protein binding,cofactor binding",";fatty acid alpha-oxidation,lipid metabolic process,protein oligomerization",
G3X9Y6,Akr1c19,"Aldo-keto reductase family 1, member C19",G3X9Y6_MOUSE,-0.808887105,0.808887105,0.002502253,0.000609808,5,-42.91779797,0.57082202,cellular_component,"molecular_function,oxidoreductase activity","biological_process,oxidation-reduction process",
Q60648,Gm2a,Ganglioside GM2 activator,SAP3_MOUSE,-0.692032629,0.692032629,0.002454183,0.000600288,9,-38.10188539,0.618981146,"mitochondrion,lysosome,hydrogen:potassium-exchanging ATPase complex,cytoplasmic side of plasma membrane,apical cortex,extracellular exosome","beta-N-acetylhexosaminidase activity,lipid transporter activity,enzyme activator activity,phospholipase activator activity,beta-N-acetylgalactosaminidase activity","ganglioside catabolic process,lipid transport,learning or memory,oligosaccharide catabolic process,lipid storage,neurological system process,neuromuscular process controlling balance,positive regulation of hydrolase activity",
Q8VC30,Tkfc,Triokinase/FMN cyclase,TKFC_MOUSE,-0.66508205,0.66508205,0.002357025,0.000579721,26,-36.93471635,0.630652836,"nucleus,extracellular exosome","glycerone kinase activity,protein binding,ATP binding,FAD-AMP lyase (cyclizing) activity,metal ion binding,triokinase activity","glycerol metabolic process,negative regulation of MDA-5 signaling pathway,cellular carbohydrate metabolic process,regulation of innate immune response,carbohydrate phosphorylation,fructose catabolic process to hydroxyacetone phosphate and glyceraldehyde-3-phosphate,glycolytic process through fructose-1-phosphate",
A2AIL4,Ndufaf6,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 6",NDUF6_MOUSE,-1.454463627,1.454463627,0.002347378,0.000577883,3,-63.51092781,0.364890722,"nucleus,cytoplasm,mitochondrion,mitochondrial inner membrane",transferase activity,"biosynthetic process,mitochondrial respiratory chain complex I assembly",
P56389,Cda,Cytidine deaminase,CDD_MOUSE,-0.723705959,0.723705959,0.002265169,0.000559717,9,-39.44600532,0.605539947,cytosol,"nucleoside binding,cytidine deaminase activity,zinc ion binding,identical protein binding,protein homodimerization activity","cytidine deamination,negative regulation of cell growth,negative regulation of nucleotide metabolic process,protein homotetramerization",
B7ZMP1,Xpnpep3,Probable Xaa-Pro aminopeptidase 3,XPP3_MOUSE,-0.708075876,0.708075876,0.002244235,0.000554802,3,-38.78639988,0.612136001,"mitochondrion,extracellular exosome","aminopeptidase activity,manganese ion binding","glomerular filtration,protein processing",
Q91W52;Q91W52-2,Tmem19,Transmembrane protein 19;Isoform 2 of Transmembrane protein 19,TMM19_MOUSE,-0.796068855,0.796068855,0.002219712,0.000550273,2,-42.40836661,0.575916334,"membrane,integral component of membrane;",molecular_function;,biological_process;,
Q8QZW3,Fam151a,Protein FAM151A,F151A_MOUSE,-0.903541043,0.903541043,0.002200623,0.00054656,6,-46.54269705,0.53457303,"integral component of membrane,extracellular exosome",molecular_function,biological_process,
P05063,Aldoc,Fructose-bisphosphate aldolase C,ALDOC_MOUSE,-0.8554684,0.8554684,0.002195663,0.000545583,6,-44.73141431,0.552685857,"mitochondrion,extracellular exosome","fructose-bisphosphate aldolase activity,cytoskeletal protein binding","glycolytic process,fructose 1,6-bisphosphate metabolic process,epithelial cell differentiation",
Q8BGS1-2,Epb41l5,Isoform 2 of Band 4.1-like protein 5,E41L5_MOUSE,-0.611845379,0.611845379,0.00214802,0.000534493,11,-34.56408369,0.654359163,,,,
Q9CR68,Uqcrfs1,"Cytochrome b-c1 complex subunit Rieske, mitochondrial",UCRI_MOUSE,-0.894163092,0.894163092,0.001931678,0.000484513,16,-46.19407668,0.538059233,"mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex III,mitochondrial respiratory chain complex IV,myelin sheath","protein binding,ubiquinol-cytochrome-c reductase activity,protein complex binding,metal ion binding,2 iron, 2 sulfur cluster binding","response to hormone,response to drug,response to antibiotic,oxidation-reduction process,hydrogen ion transmembrane transport",
Q8K2M0;Q8K2M0-2,Mrpl38,"39S ribosomal protein L38, mitochondrial;Isoform 2 of 39S ribosomal protein L38, mitochondrial",RM38_MOUSE,-0.761927941,0.761927941,0.001914759,0.00048095,2,-41.02922503,0.58970775,"mitochondrion,mitochondrial ribosome,mitochondrial large ribosomal subunit;",molecular_function;,biological_process;,
F8WHL1;Q5IRJ6;Q5IRJ6-2,Slc30a9,Zinc transporter 9;Zinc transporter 9;Isoform 2 of Zinc transporter 9,F8WHL1_MOUSE;ZNT9_MOUSE;ZNT9_MOUSE,-1.188409483,1.188409483,0.001911184,0.000480279,6,-56.12136606,0.438786339,";nucleus,cytoplasm,cytoskeleton,integral component of membrane;",";chromatin binding,cation transmembrane transporter activity,ligand-dependent nuclear receptor binding,ligand-dependent nuclear receptor transcription coactivator activity;",";transcription, DNA-templated,zinc II ion transport,positive regulation of transcription from RNA polymerase II promoter,cation transmembrane transport;",
O08914,Faah,Fatty-acid amide hydrolase 1,FAAH1_MOUSE,-0.925346315,0.925346315,0.001903018,0.000478453,8,-47.3445895,0.526554105,"Golgi membrane,endoplasmic reticulum membrane,integral component of membrane,organelle membrane","amidase activity,fatty acid amide hydrolase activity,acylglycerol lipase activity,Requires Ontology,anandamide amidohydrolase activity",fatty acid catabolic process,
P56394,Cox17,Cytochrome c oxidase copper chaperone,COX17_MOUSE,-0.829537504,0.829537504,0.001873936,0.00047181,4,-43.72903943,0.562709606,"cytoplasm,mitochondrion,mitochondrial intermembrane space","copper ion binding,enzyme activator activity,copper chaperone activity,cuprous ion binding","copper ion transport,brain development,heart development,positive regulation of cell proliferation,mitochondrial respiratory chain complex IV assembly,positive regulation of cytochrome-c oxidase activity",
Q8R3F5,Mcat,"Malonyl-CoA-acyl carrier protein transacylase, mitochondrial",FABD_MOUSE,-1.354567067,1.354567067,0.001868504,0.000470665,6,-60.89478466,0.391052153,mitochondrion,"RNA binding,[acyl-carrier-protein] S-malonyltransferase activity,transferase activity",fatty acid biosynthetic process,
Q8BYL4,Yars2,"Tyrosine--tRNA ligase, mitochondrial",SYYM_MOUSE,-0.936079873,0.936079873,0.001824058,0.000459905,6,-47.73488867,0.522651113,"mitochondrion,mitochondrial matrix,cytosol,nuclear body","tRNA binding,RNA binding,tyrosine-tRNA ligase activity,ATP binding,protein homodimerization activity,tyrosine binding","tRNA aminoacylation,mitochondrial tyrosyl-tRNA aminoacylation",
Q9CQV1,Pam16,Mitochondrial import inner membrane translocase subunit TIM16,TIM16_MOUSE,-0.729857143,0.729857143,0.00178716,0.000451457,5,-39.70363833,0.602963617,"presequence translocase-associated import motor,cytoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial inner membrane presequence translocase complex,mitochondrial matrix,extrinsic component of mitochondrial inner membrane,protein complex",molecular_function,"ossification,protein import into mitochondrial matrix,negative regulation of ATPase activity,DNA biosynthetic process,negative regulation of apoptotic signaling pathway",
F8WIJ0;Q9JIS8,Slc12a4,Solute carrier family 12 member 4,F8WIJ0_MOUSE;S12A4_MOUSE,-1.078167046,1.078167046,0.001712208,0.000433347,4,-52.63698082,0.473630192,";lysosomal membrane,integral component of membrane",";potassium:chloride symporter activity,protein kinase binding,potassium ion symporter activity",";chemical synaptic transmission,potassium ion transmembrane transport,chloride transmembrane transport",
A2A8L5,Ptprf,Receptor-type tyrosine-protein phosphatase F,PTPRF_MOUSE,-1.695595938,1.695595938,0.001664701,0.000422933,2,-69.12728939,0.308727106,"integral component of membrane,neuron projection,neuronal cell body,extracellular exosome","phosphoprotein phosphatase activity,protein tyrosine phosphatase activity,heparin binding,protein complex binding,chondroitin sulfate proteoglycan binding","cell adhesion,regulation of neuron projection development,cell migration,neuron projection regeneration,peptidyl-tyrosine dephosphorylation,regulation of axon regeneration,negative regulation of receptor binding",
D3Z6M3;D6RHR1;Q99MS3,Mpv17l,Mpv17-like protein,D3Z6M3_MOUSE;D6RHR1_MOUSE;MP17L_MOUSE,-3.157964429,3.157964429,0.001641316,0.00041779,2,-88.79639002,0.1120361,";;mitochondrion,peroxisome,peroxisomal membrane,integral component of membrane,intracellular membrane-bounded organelle",";;receptor binding,protein binding",";;negative regulation of hydrogen peroxide biosynthetic process,reactive oxygen species metabolic process,negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway",
A2ABY3;Q922E4,Pcyt2,Ethanolamine-phosphate cytidylyltransferase,A2ABY3_MOUSE;PCY2_MOUSE,-1.186984267,1.186984267,0.001632654,0.000415784,8,-56.07799762,0.439220024,;,;ethanolamine-phosphate cytidylyltransferase activity,;phosphatidylethanolamine biosynthetic process,
A0A0J9YVE6;A0A0J9YVJ0;B5THE2,Mgam,Protein Mgam;Protein Mgam (Fragment);Maltase-glucoamylase,A0A0J9YVE6_MOUSE;A0A0J9YVJ0_MOUSE;B5THE2_MOUSE,-0.765278338,0.765278338,0.00162052,0.000413287,7,-41.16601501,0.58833985,";;integral component of membrane,extracellular exosome",";;alpha-1,4-glucosidase activity,amylase activity,carbohydrate binding,maltose alpha-glucosidase activity",;;maltose metabolic process,
P70444,Bid,BH3-interacting domain death agonist,BID_MOUSE,-0.680589775,0.680589775,0.001479927,0.000380532,3,-37.60898329,0.623910167,"cytoplasm,mitochondrion,cytosol,membrane,integral component of mitochondrial membrane,extracellular exosome","protein binding,ubiquitin protein ligase binding,protein heterodimerization activity","release of cytochrome c from mitochondria,protein targeting to mitochondrion,activation of cysteine-type endopeptidase activity involved in apoptotic process,brain development,apoptotic mitochondrial changes,positive regulation of mitochondrial membrane potential,response to estradiol,regulation of protein oligomerization,positive regulation of protein oligomerization,positive regulation of protein homooligomerization,glial cell apoptotic process,regulation of cell proliferation,signal transduction in response to DNA damage,mitochondrial ATP synthesis coupled electron transport,regulation of apoptotic process,positive regulation of apoptotic process,protein homooligomerization,establishment of protein localization to membrane,positive regulation of release of cytochrome c from mitochondria,extrinsic apoptotic signaling pathway,hepatocyte apoptotic process,mitochondrial outer membrane permeabilization,regulation of mitochondrial membrane permeability involved in apoptotic process,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage,regulation of G1/S transition of mitotic cell cycle,positive regulation of fibroblast apoptotic process,positive regulation of apoptotic signaling pathway,positive regulation of extrinsic apoptotic signaling pathway",
Q9EQ06,Hsd17b11,Estradiol 17-beta-dehydrogenase 11,DHB11_MOUSE,-0.772316234,0.772316234,0.001467615,0.000378097,18,-41.45232582,0.585476742,"extracellular region,cytoplasm,lipid particle","estradiol 17-beta-dehydrogenase activity,steroid dehydrogenase activity","steroid biosynthetic process,androgen catabolic process,oxidation-reduction process",
E9Q9C0;E9Q9C1;E9Q9C2;E9Q9C4;E9Q9C7;E9QK41;Q8K4G5;Q8K4G5-2;Q8K4G5-4,Ablim1,Actin-binding LIM protein 1;Actin-binding LIM protein 1;Actin-binding LIM protein 1;Actin-binding LIM protein 1;Actin-binding LIM protein 1;Actin-binding LIM protein 1;Actin-binding LIM protein 1;Isoform 2 of Actin-binding LIM protein 1;Isoform 4 of Actin-binding LIM protein 1,E9Q9C0_MOUSE;E9Q9C1_MOUSE;E9Q9C2_MOUSE;E9Q9C4_MOUSE;E9Q9C7_MOUSE;E9QK41_MOUSE;ABLM1_MOUSE;ABLM1_MOUSE;ABLM1_MOUSE,-0.602351257,0.602351257,0.001458058,0.000375999,10,-34.13204142,0.658679586,";;;;;;stress fiber,cytoplasm,postsynaptic density,actin cytoskeleton,lamellipodium;;",";;;;;;actin binding,protein binding,metal ion binding;;",";;;;;;cytoskeleton organization,axon guidance,lamellipodium assembly,positive regulation of transcription from RNA polymerase II promoter,cilium morphogenesis;;",
Q99N84,Mrps18b,"28S ribosomal protein S18b, mitochondrial",RT18B_MOUSE,-0.965636405,0.965636405,0.001336138,0.000346406,4,-48.79475162,0.512052484,"nucleoplasm,mitochondrion,mitochondrial small ribosomal subunit,cell junction",structural constituent of ribosome,mitochondrial translation,
Q8BGX2,NaN,Uncharacterized protein C19orf52 homolog,CS052_MOUSE,-1.001170526,1.001170526,0.001318471,0.000342493,3,-50.0405509,0.499594491,"mitochondrial inner membrane,mitochondrial intermembrane space,integral component of membrane,mitochondrial inner membrane protein insertion complex",molecular_function,protein import into mitochondrial inner membrane,
Q60866,Pter,Phosphotriesterase-related protein,PTER_MOUSE,-0.747816688,0.747816688,0.001220517,0.000319545,25,-40.44959141,0.595504086,extracellular exosome,"zinc ion binding,hydrolase activity, acting on ester bonds","catabolic process,epithelial cell differentiation",
A0A0R4IZY2;Q8CIM7,Cyp2d26,Cytochrome P450 2D26,A0A0R4IZY2_MOUSE;CP2DQ_MOUSE,-2.022655962,2.022655962,0.001194933,0.000314083,7,-75.38953131,0.246104687,";endoplasmic reticulum membrane,organelle membrane",";iron ion binding,steroid hydroxylase activity,heme binding,aromatase activity",";arachidonic acid metabolic process,oxidation-reduction process",
Q91WC0,Setd3,Histone-lysine N-methyltransferase setd3,SETD3_MOUSE,-0.614469926,0.614469926,0.001169857,0.000307949,4,-34.68301632,0.653169837,nuclear chromatin,"RNA polymerase II activating transcription factor binding,transcription coactivator activity,histone methyltransferase activity (H3-K4 specific),histone methyltransferase activity (H3-K36 specific)","transcription, DNA-templated,histone H3-K36 methylation,peptidyl-lysine trimethylation,peptidyl-lysine monomethylation,peptidyl-lysine dimethylation,positive regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter,positive regulation of muscle cell differentiation,histone H3-K4 methylation",
L7N466,Mthfsl,5-formyltetrahydrofolate cyclo-ligase,L7N466_MOUSE,-0.63582447,0.63582447,0.001166121,0.000307117,3,-35.64270789,0.643572921,"cytoplasm,mitochondrion,mitochondrial matrix,cytosol","ATP binding,folic acid binding,5-formyltetrahydrofolate cyclo-ligase activity,metal ion binding","folic acid-containing compound biosynthetic process,tetrahydrofolate interconversion",
Q8BGV0,Nars2,"Probable asparagine--tRNA ligase, mitochondrial",SYNM_MOUSE,-0.686330218,0.686330218,0.001163778,0.000306652,2,-37.85674214,0.621432579,"nucleoplasm,mitochondrion,mitochondrial matrix,cytosol","nucleic acid binding,asparagine-tRNA ligase activity,ATP binding",asparaginyl-tRNA aminoacylation,
Q8VDC0,Lars2,"Probable leucine--tRNA ligase, mitochondrial",SYLM_MOUSE,-1.570689858,1.570689858,0.001126162,0.000297107,2,-66.335262,0.33664738,"mitochondrion,mitochondrial matrix","aminoacyl-tRNA editing activity,leucine-tRNA ligase activity,ATP binding","leucyl-tRNA aminoacylation,regulation of translational fidelity,mitochondrial translation",
