Significantly Altered Protein Groups: No Diet Injured vs. Healthy Kidney Lysates,,,,,,,,,,,,,,,,,,,,
"2,226 significantly altered protein groups (|log2(FC)| ³ 0.58 & q-value ² 0.01)",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process,Label
Injured / Non-injured,P14869,P14869,0.602297955,0.602297955,2.07E-10,1.60E-09,16,P14869,Rplp0,60S acidic ribosomal protein P0,RLA0_MOUSE,18,51.81327558,1.518132756,Injured,Non-injured,"nucleus,cytoplasm,endoplasmic reticulum,cytosol,focal adhesion,membrane,cytosolic large ribosomal subunit,dendrite,intracellular ribonucleoprotein complex,cytoplasmic ribonucleoprotein granule,extracellular exosome","RNA binding,structural constituent of ribosome,peptide binding","lactation,response to selenium ion,ribosome biogenesis,cellular response to cAMP,cellular response to interleukin-4,cellular response to Thyroid stimulating hormone,cellular response to phorbol 13-acetate 12-myristate",
Injured / Non-injured,E9Q9C0;E9Q9C1;E9Q9C2;E9Q9C4;E9Q9C7;E9QK41;Q8K4G5;Q8K4G5-2;Q8K4G5-4,E9Q9C0;E9Q9C1;E9Q9C2;E9Q9C4;E9Q9C7;E9QK41;Q8K4G5;Q8K4G5-2;Q8K4G5-4,-0.602351257,0.602351257,0.001458058,0.000375999,16,E9Q9C0;E9Q9C1;E9Q9C2;E9Q9C4;E9Q9C7;E9QK41;Q8K4G5;Q8K4G5-2;Q8K4G5-4,Ablim1,Actin-binding LIM protein 1;Actin-binding LIM protein 1;Actin-binding LIM protein 1;Actin-binding LIM protein 1;Actin-binding LIM protein 1;Actin-binding LIM protein 1;Actin-binding LIM protein 1;Isoform 2 of Actin-binding LIM protein 1;Isoform 4 of Actin-binding LIM protein 1,E9Q9C0_MOUSE;E9Q9C1_MOUSE;E9Q9C2_MOUSE;E9Q9C4_MOUSE;E9Q9C7_MOUSE;E9QK41_MOUSE;ABLM1_MOUSE;ABLM1_MOUSE;ABLM1_MOUSE,10,-34.13204142,0.658679586,Injured,Non-injured,";;;;;;stress fiber,cytoplasm,postsynaptic density,actin cytoskeleton,lamellipodium;;",";;;;;;actin binding,protein binding,metal ion binding;;",";;;;;;cytoskeleton organization,axon guidance,lamellipodium assembly,positive regulation of transcription from RNA polymerase II promoter,cilium morphogenesis;;",
Injured / Non-injured,Q9WUM3,Q9WUM3,0.603946479,0.603946479,1.06E-05,5.29E-06,16,Q9WUM3,Coro1b,Coronin-1B,COR1B_MOUSE,16,51.9868471,1.519868471,Injured,Non-injured,"stress fiber,cytoplasm,cytosol,actin filament,plasma membrane,focal adhesion,actin cytoskeleton,lamellipodium,cell leading edge,perinuclear region of cytoplasm,extracellular exosome,cell periphery","protein binding,identical protein binding,cadherin binding,actin filament binding,Arp2/3 complex binding","cell migration,actin cytoskeleton organization,ruffle organization,negative regulation of Arp2/3 complex-mediated actin nucleation,endothelial cell chemotaxis,cellular response to platelet-derived growth factor stimulus,wound healing,actin filament bundle assembly,negative regulation of smooth muscle cell chemotaxis,actin filament branching,protein localization to cell leading edge,positive regulation of lamellipodium morphogenesis",
Injured / Non-injured,Q9EPJ9,Q9EPJ9,0.604652408,0.604652408,0.039618814,0.007471538,16,Q9EPJ9,Arfgap1,ADP-ribosylation factor GTPase-activating protein 1,ARFG1_MOUSE,4,52.06123443,1.520612344,Injured,Non-injured,"Golgi apparatus,postsynaptic density,synapse","GTPase activator activity,protein binding,metal ion binding","protein transport,vesicle-mediated transport,regulation of endocytosis,positive regulation of GTPase activity",
Injured / Non-injured,P12970,P12970,0.60548325,0.60548325,8.61E-08,1.11E-07,16,P12970,Rpl7a,60S ribosomal protein L7a,RL7A_MOUSE,22,52.14883112,1.521488311,Injured,Non-injured,"nucleus,nucleolus,cytoplasm,focal adhesion,membrane,cytosolic large ribosomal subunit,polysomal ribosome,extracellular exosome","RNA binding,protein binding,cadherin binding","maturation of LSU-rRNA,translation",
Injured / Non-injured,F8VPU2,F8VPU2,0.606783227,0.606783227,3.26E-05,1.37E-05,16,F8VPU2,Farp1,"FERM, RhoGEF and pleckstrin domain-containing protein 1",FARP1_MOUSE,10,52.28599048,1.522859905,Injured,Non-injured,"cytosol,cytoskeleton,cell junction,filopodium,dendrite,extrinsic component of cytoplasmic side of plasma membrane,dendritic spine","cytoskeletal protein binding,Rac guanyl-nucleotide exchange factor activity,Rac GTPase binding","synapse assembly,negative regulation of phosphatase activity,regulation of Rho protein signal transduction,positive regulation of GTPase activity,dendrite morphogenesis",
Injured / Non-injured,Q9R1P3,Q9R1P3,0.608224096,0.608224096,0.000471977,0.000138343,16,Q9R1P3,Psmb2,Proteasome subunit beta type-2,PSB2_MOUSE,10,52.43815969,1.524381597,Injured,Non-injured,"proteasome complex,nucleus,nucleoplasm,cytosol,proteasome core complex,membrane,proteasome core complex, beta-subunit complex,extracellular exosome",threonine-type endopeptidase activity,"response to organonitrogen compound,response to organic cyclic compound,proteolysis involved in cellular protein catabolic process",
Injured / Non-injured,Q3TYL7;Q9QYJ3,Q3TYL7;Q9QYJ3,0.608529607,0.608529607,0.000952347,0.000257182,16,Q3TYL7;Q9QYJ3,Dnajb1,DnaJ homolog subfamily B member 1,Q3TYL7_MOUSE;DNJB1_MOUSE,3,52.47044399,1.52470444,Injured,Non-injured,";nucleus,nucleolus,cytoplasm,cytosol,extracellular exosome",";RNA polymerase II transcription corepressor activity,ATPase activator activity,Hsp70 protein binding,cadherin binding,unfolded protein binding,chaperone binding,ATPase binding",";positive regulation of ATPase activity,chaperone mediated protein folding requiring cofactor,chaperone cofactor-dependent protein refolding,negative regulation of inclusion body assembly,negative regulation of transcription from RNA polymerase II promoter in response to stress",
Injured / Non-injured,Q05D44,Q05D44,0.608598616,0.608598616,0.000925959,0.000251075,16,Q05D44,Eif5b,Eukaryotic translation initiation factor 5B,IF2P_MOUSE,15,52.47773735,1.524777374,Injured,Non-injured,cytoplasm,"RNA binding,translation initiation factor activity,GTPase activity,GTP binding,metal ion binding","translational initiation,regulation of translational initiation",
Injured / Non-injured,O89103,O89103,0.609541054,0.609541054,0.013491975,0.002801612,16,O89103,Cd93,Complement component C1q receptor,C1QR1_MOUSE,2,52.57737565,1.525773757,Injured,Non-injured,"plasma membrane,cell surface,integral component of membrane,extracellular matrix,cytoplasmic vesicle","complement component C1q binding,calcium ion binding,carbohydrate binding",cell-cell adhesion,
Injured / Non-injured,P00920,P00920,-0.609615284,0.609615284,9.46E-07,7.50E-07,16,P00920,Ca2,Carbonic anhydrase 2,CAH2_MOUSE,15,-34.46285567,0.655371443,Injured,Non-injured,"cytoplasm,cytosol,plasma membrane,microvillus,basolateral plasma membrane,axon,myelin sheath,apical part of cell,extracellular exosome","arylesterase activity,carbonate dehydratase activity,zinc ion binding","kidney development,morphogenesis of an epithelium,one-carbon metabolic process,regulation of pH,response to pH,response to zinc ion,carbon dioxide transport,positive regulation of synaptic transmission, GABAergic,positive regulation of cellular pH reduction,angiotensin-activated signaling pathway,odontogenesis of dentin-containing tooth,response to estrogen,regulation of anion transport,positive regulation of osteoclast differentiation,positive regulation of bone resorption,secretion,response to steroid hormone,regulation of intracellular pH,cellular response to fluid shear stress,positive regulation of dipeptide transmembrane transport,regulation of chloride transport",
Injured / Non-injured,A2API8;F7AA26;O54931;O54931-2;O54931-3;O54931-4;O54931-5,A2API8;F7AA26;O54931;O54931-2;O54931-3;O54931-4;O54931-5,0.609718905,0.609718905,0.001926939,0.000483553,16,A2API8;F7AA26;O54931;O54931-2;O54931-3;O54931-4;O54931-5,Akap2;Pakap;Akap2;Akap2;Akap2;Akap2;Akap2,A-kinase anchor protein 2;Protein Pakap (Fragment);A-kinase anchor protein 2;Isoform 2 of A-kinase anchor protein 2;Isoform 3 of A-kinase anchor protein 2;Isoform 4 of A-kinase anchor protein 2;Isoform 5 of A-kinase anchor protein 2,A2API8_MOUSE;F7AA26_MOUSE;AKAP2_MOUSE;AKAP2_MOUSE;AKAP2_MOUSE;AKAP2_MOUSE;AKAP2_MOUSE,13,52.59618617,1.525961862,Injured,Non-injured,;;;;;;,;;protein kinase A binding;;;;,";;actin filament organization,transmembrane receptor protein serine/threonine kinase signaling pathway,protein localization;;;;",
Injured / Non-injured,P63085,P63085,0.610583925,0.610583925,0.000395011,0.000118593,16,P63085,Mapk1,Mitogen-activated protein kinase 1,MK01_MOUSE,11,52.68770808,1.526877081,Injured,Non-injured,"nucleus,nucleoplasm,cytoplasm,mitochondrion,early endosome,late endosome,Golgi apparatus,microtubule organizing center,cytosol,cytoskeleton,plasma membrane,caveola,focal adhesion,axon,pseudopodium,dendrite cytoplasm,perikaryon,protein complex,extracellular exosome,mitotic spindle","phosphotyrosine binding,protein kinase activity,protein serine/threonine kinase activity,MAP kinase activity,MAP kinase kinase activity,protein binding,ATP binding,transcription factor binding,RNA polymerase II carboxy-terminal domain kinase activity,kinase activity,phosphatase binding,mitogen-activated protein kinase kinase kinase binding,identical protein binding","MAPK cascade,activation of MAPK activity,transcription, DNA-templated,protein phosphorylation,apoptotic process,cellular response to DNA damage stimulus,cell cycle,heart development,positive regulation of cell proliferation,response to toxic substance,animal organ morphogenesis,regulation of gene expression,positive regulation of gene expression,positive regulation of peptidyl-threonine phosphorylation,neural crest cell development,diadenosine tetraphosphate biosynthetic process,peptidyl-serine phosphorylation,peptidyl-threonine phosphorylation,sensory perception of pain,cytosine metabolic process,regulation of ossification,positive regulation of cell migration,regulation of cellular pH,thyroid gland development,regulation of protein stability,lipopolysaccharide-mediated signaling pathway,positive regulation of telomere maintenance via telomerase,response to lipopolysaccharide,regulation of stress-activated MAPK cascade,positive regulation of protein import into nucleus, translocation,mammary gland epithelial cell proliferation,cellular response to amino acid starvation,cellular response to reactive oxygen species,response to nicotine,ERBB signaling pathway,outer ear morphogenesis,response to exogenous dsRNA,response to estrogen,negative regulation of cell differentiation,positive regulation of translation,positive regulation of transcription, DNA-templated,thymus development,T cell receptor signaling pathway,B cell receptor signaling pathway,regulation of sequence-specific DNA binding transcription factor activity,stress-activated MAPK cascade,regulation of cytoskeleton organization,positive regulation of telomerase activity,Bergmann glial cell differentiation,long-term synaptic potentiation,face development,lung morphogenesis,trachea formation,labyrinthine layer blood vessel development,cardiac neural crest cell development involved in heart development,ERK1 and ERK2 cascade,response to epidermal growth factor,cellular response to cadmium ion,caveolin-mediated endocytosis,regulation of Golgi inheritance,cellular response to granulocyte macrophage colony-stimulating factor stimulus,cellular response to dopamine,positive regulation of telomere capping,regulation of early endosome to late endosome transport",
Injured / Non-injured,Q8BGS1-2,Q8BGS1-2,-0.611845379,0.611845379,0.00214802,0.000534493,16,Q8BGS1-2,Epb41l5,Isoform 2 of Band 4.1-like protein 5,E41L5_MOUSE,11,-34.56408369,0.654359163,Injured,Non-injured,,,,
Injured / Non-injured,Q62418;Q62418-2;Q62418-3,Q62418;Q62418-2;Q62418-3,0.612018208,0.612018208,0.000351319,0.000107107,16,Q62418;Q62418-2;Q62418-3,Dbnl,Drebrin-like protein;Isoform 2 of Drebrin-like protein;Isoform 3 of Drebrin-like protein,DBNL_MOUSE,10,52.83958103,1.52839581,Injured,Non-injured,"Golgi membrane,ruffle,podosome,cytoplasm,early endosome,cytosol,plasma membrane,cell cortex,postsynaptic density,lamellipodium,cell junction,dendrite,clathrin-coated vesicle membrane,extracellular exosome;;","actin binding,protein binding,protein C-terminus binding,protein domain specific binding,cadherin binding,actin filament binding;;","adaptive immune response,receptor-mediated endocytosis,synapse assembly,Rac protein signal transduction,neuron projection morphogenesis,podosome assembly,ruffle assembly,actin filament severing,barbed-end actin filament capping,actin filament bundle assembly;;",
Injured / Non-injured,Q9CQE8,Q9CQE8,0.61220713,0.61220713,0.000381901,0.000115242,16,Q9CQE8,NaN,UPF0568 protein C14orf166 homolog,CN166_MOUSE,14,52.85959679,1.528595968,Injured,Non-injured,"nucleus,nucleoplasm,cytoplasm,microtubule organizing center,cytosol,perinuclear region of cytoplasm,tRNA-splicing ligase complex","RNA polymerase II core binding,RNA binding,identical protein binding","transcription, DNA-templated,tRNA splicing, via endonucleolytic cleavage and ligation,positive regulation of transcription from RNA polymerase II promoter",
Injured / Non-injured,A0A0R4J049;Q8CIG8,A0A0R4J049;Q8CIG8,0.612357927,0.612357927,0.013449344,0.00279385,16,A0A0R4J049;Q8CIG8,Prmt5,Protein arginine N-methyltransferase 5,A0A0R4J049_MOUSE;ANM5_MOUSE,6,52.8755752,1.528755752,Injured,Non-injured,";nucleus,cytoplasm,Golgi apparatus,cytosol,methylosome,histone methyltransferase complex",";core promoter sequence-specific DNA binding,chromatin binding,transcription corepressor activity,protein binding,methyltransferase activity,methyl-CpG binding,histone-arginine N-methyltransferase activity,protein-arginine N-methyltransferase activity,protein-arginine omega-N symmetric methyltransferase activity,ribonucleoprotein complex binding,histone methyltransferase activity (H4-R3 specific),protein heterodimerization activity",";negative regulation of transcription from RNA polymerase II promoter,spliceosomal snRNP assembly,DNA-templated transcription, termination,peptidyl-arginine methylation,peptidyl-arginine methylation, to symmetrical-dimethyl arginine,circadian regulation of gene expression,peptidyl-arginine N-methylation,endothelial cell activation,histone H4-R3 methylation,Golgi ribbon formation,positive regulation of adenylate cyclase-inhibiting dopamine receptor signaling pathway",
Injured / Non-injured,H7BWY2;Q9JKC8,H7BWY2;Q9JKC8,0.612470643,0.612470643,0.000329911,0.000101218,16,H7BWY2;Q9JKC8,Ap3m1,AP-3 complex subunit mu-1,H7BWY2_MOUSE;AP3M1_MOUSE,8,52.88751962,1.528875196,Injured,Non-injured,";lysosomal membrane,Golgi apparatus,clathrin adaptor complex,cytoplasmic vesicle membrane,axon cytoplasm",;Rab GTPase binding,";intracellular protein transport,anterograde axonal transport,anterograde synaptic vesicle transport",
Injured / Non-injured,P68037,P68037,0.612989099,0.612989099,3.57E-06,2.18E-06,16,P68037,Ube2l3,Ubiquitin-conjugating enzyme E2 L3,UB2L3_MOUSE,9,52.94247216,1.529424722,Injured,Non-injured,"nucleus,cytoplasm,cytosol,extracellular exosome","transcription coactivator activity,RNA binding,ubiquitin-protein transferase activity,protein binding,ATP binding,ubiquitin protein ligase binding,ubiquitin conjugating enzyme activity,ubiquitin-protein transferase activator activity","protein polyubiquitination,transcription, DNA-templated,regulation of transcription, DNA-templated,cell proliferation,protein ubiquitination,positive regulation of protein ubiquitination,protein ubiquitination involved in ubiquitin-dependent protein catabolic process,cell cycle phase transition,positive regulation of ubiquitin-protein transferase activity,protein K11-linked ubiquitination,cellular response to steroid hormone stimulus,cellular response to glucocorticoid stimulus,positive regulation of protein targeting to mitochondrion",
Injured / Non-injured,E9Q9M1;G3X9J6;Q3V1L4,E9Q9M1;G3X9J6;Q3V1L4,0.613288163,0.613288163,0.000304342,9.42E-05,16,E9Q9M1;G3X9J6;Q3V1L4,Nt5c2,"Cytosolic purine 5'-nucleotidase;5'-nucleotidase, cytosolic II, isoform CRA_b;Cytosolic purine 5'-nucleotidase",E9Q9M1_MOUSE;G3X9J6_MOUSE;5NTC_MOUSE,7,52.97417973,1.529741797,Injured,Non-injured,";;cellular_component,cytoplasm",";;nucleotide binding,5'-nucleotidase activity,metal ion binding",";;dephosphorylation,IMP metabolic process,adenosine metabolic process",
Injured / Non-injured,Q9D2G2,Q9D2G2,-0.614353413,0.614353413,0.010667194,0.002261836,16,Q9D2G2,Dlst,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",ODO2_MOUSE,15,-34.67774106,0.653222589,Injured,Non-injured,"nucleus,mitochondrion,membrane,myelin sheath,oxoglutarate dehydrogenase complex,extracellular exosome",dihydrolipoyllysine-residue succinyltransferase activity,"tricarboxylic acid cycle,L-lysine catabolic process to acetyl-CoA via saccharopine",
Injured / Non-injured,Q91WC0,Q91WC0,-0.614469926,0.614469926,0.001169857,0.000307949,16,Q91WC0,Setd3,Histone-lysine N-methyltransferase setd3,SETD3_MOUSE,4,-34.68301632,0.653169837,Injured,Non-injured,nuclear chromatin,"RNA polymerase II activating transcription factor binding,transcription coactivator activity,histone methyltransferase activity (H3-K4 specific),histone methyltransferase activity (H3-K36 specific)","transcription, DNA-templated,histone H3-K36 methylation,peptidyl-lysine trimethylation,peptidyl-lysine monomethylation,peptidyl-lysine dimethylation,positive regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter,positive regulation of muscle cell differentiation,histone H3-K4 methylation",
